"Group Name","Group DistinguishedName","Member DistinguishedName","Action","Added Age (Days)","Removed Age (Days)","Added Date","Removed Date","ftimeCreated","ftimeDeleted"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=8832837827SA,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:45 PM",,"2020-08-27T23:37:45Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ROCHELLE_CONNER,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:58 PM",,"2020-08-27T23:38:58Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=IDA_HENSLEY,OU=Devices,OU=BDE,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:39 PM",,"2020-08-27T23:39:39Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=VIVIAN_KENT,OU=Devices,OU=FIN,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:24 PM",,"2020-08-27T23:38:24Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=CARMELLA_GUERRA,OU=HRE,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:27 PM",,"2020-08-27T23:35:27Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=RICHARD_BLAKE,OU=Devices,OU=FSR,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:35 PM",,"2020-08-27T23:34:35Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=PAULETTE_DANIELS,OU=ServiceAccounts,OU=HRE,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:42 PM",,"2020-08-27T23:40:42Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=CATHRYN_JIMENEZ,OU=Test,OU=GOO,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:31 PM",,"2020-08-27T23:36:31Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=JERRY_CHAN,OU=ServiceAccounts,OU=OGC,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:02 PM",,"2020-08-27T23:40:02Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=JAMAAL_SAMPSON,OU=ServiceAccounts,OU=ESM,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:15 PM",,"2020-08-27T23:35:15Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=SYLVIA_ZAMORA,OU=OGC,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:29 PM",,"2020-08-27T23:35:29Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=QUINN_EVERETT,OU=GOO,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:01 PM",,"2020-08-27T23:38:01Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ANDRE_KRAMER,OU=T1-Permissions,OU=Tier 1,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:19 PM",,"2020-08-27T23:40:19Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=RAQUEL_MOSS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:14 PM",,"2020-08-27T23:39:14Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=DUSTY_MCGEE,OU=Test,OU=OGC,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:51 PM",,"2020-08-27T23:35:51Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ROBIN_CHERRY,OU=Devices,OU=GOO,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:11 PM",,"2020-08-27T23:39:11Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=TWILA_GARRISON,OU=FIN,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:33 PM",,"2020-08-27T23:39:33Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ASHLEE_VELASQUEZ,OU=Devices,OU=ESM,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:29 PM",,"2020-08-27T23:36:29Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ROGELIO_DUNCAN,OU=TST,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:12 PM",,"2020-08-27T23:37:12Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=SHIRLEY_HEAD,OU=Test,OU=SEC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:32 PM",,"2020-08-27T23:36:32Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=BRANDI_SNIDER,OU=workstation_test_OU,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:19 PM",,"2020-08-27T23:38:19Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=SETH_CARVER,OU=ServiceAccounts,OU=AWS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:44 PM",,"2020-08-27T23:38:44Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=MORRIS_HERMAN,OU=Devices,OU=SEC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:23 PM",,"2020-08-27T23:38:23Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=JIMMY_GALLOWAY,OU=Test,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:45 PM",,"2020-08-27T23:34:45Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=TAMMY_SELLERS,OU=AZR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:11 PM",,"2020-08-27T23:40:11Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ANTONE_ARMSTRONG,OU=TST,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:07 PM",,"2020-08-27T23:39:07Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=FREDDIE_HAYS,OU=Devices,OU=ITS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:25 PM",,"2020-08-27T23:34:25Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=AGNES_CLAYTON,OU=Groups,OU=FIN,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:17 PM",,"2020-08-27T23:40:17Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=LAKISHA_DICKSON,OU=ESM,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:49 PM",,"2020-08-27T23:39:49Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=PEARL_FRANKLIN,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:22 PM",,"2020-08-27T23:39:22Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=CLEVELAND_GALLOWAY,OU=T2-Accounts,OU=Tier 2,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:44 PM",,"2020-08-27T23:35:44Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=2639582389SA,OU=T0-Servers,OU=Tier 0,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:36 PM",,"2020-08-27T23:36:36Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=RHODA_NUNEZ,OU=ServiceAccounts,OU=AWS,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:12 PM",,"2020-08-27T23:38:12Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ODESSA_ENGLISH,OU=AWS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:23 PM",,"2020-08-27T23:34:23Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=1850725703SA,OU=.SecFrame.com,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:35 PM",,"2020-08-27T23:35:35Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=RENA_MCFADDEN,OU=AWS,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:16 PM",,"2020-08-27T23:38:16Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=TORY_YORK,OU=Groups,OU=OGC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:33 PM",,"2020-08-27T23:36:33Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ALEXANDRA_SHORT,OU=Groups,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:41 PM",,"2020-08-27T23:38:41Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=MERLIN_TANNER,OU=ServiceAccounts,OU=HRE,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:16 PM",,"2020-08-27T23:38:16Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=TABATHA_HURST,OU=Groups,OU=SEC,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:15 PM",,"2020-08-27T23:38:15Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=HERIBERTO_LAMB,OU=Test,OU=OGC,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:06 PM",,"2020-08-27T23:35:06Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=DUSTIN_RICHARDSON,OU=AZR,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:35 PM",,"2020-08-27T23:40:35Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ZACHARY_HAYES,OU=Devices,OU=ITS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:20 PM",,"2020-08-27T23:40:20Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=ERNIE_MUNOZ,OU=Devices,OU=FSR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:20 PM",,"2020-08-27T23:36:20Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=MATTIE_ONEAL,OU=Test,OU=FIN,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:04 PM",,"2020-08-27T23:37:04Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=KAY_AVERY,OU=T2-Servers,OU=Tier 2,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:21 PM",,"2020-08-27T23:37:21Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=MARLIN_PARSONS,OU=ServiceAccounts,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:13 PM",,"2020-08-27T23:34:13Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=BRYON_HOBBS,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:38 PM",,"2020-08-27T23:36:38Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=JACK_WILKERSON,OU=Test,OU=SEC,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:45 PM",,"2020-08-27T23:37:45Z","1601-01-01T00:00:00Z"
"ID-josailorv-distlist","CN=ID-josailorv-distlist,OU=Groups,OU=OGC,OU=Tier 1,DC=LAB,DC=local","CN=JACQUES_SCHWARTZ,OU=Groups,OU=ITS,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:25 PM",,"2020-08-27T23:39:25Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=GLENN_ACEVEDO,OU=Groups,OU=ESM,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:30:20 PM",,"2020-08-27T23:30:20Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=MAI_BRADFORD,OU=Devices,OU=ITS,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:35:56 PM",,"2020-08-27T23:35:56Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=DEWITT_ATKINSON,OU=OGC,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:01 PM",,"2020-08-27T23:37:01Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=SON_MITCHELL,OU=Groups,OU=BDE,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:24 PM",,"2020-08-27T23:37:24Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=ALFRED_BENDER,OU=T0-Permissions,OU=Tier 0,OU=Admin,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:02 PM",,"2020-08-27T23:40:02Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=CHRIS_DOWNS,OU=Test,OU=GOO,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:50 PM",,"2020-08-27T23:39:50Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=DESIREE_MELENDEZ,OU=OGC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:42 PM",,"2020-08-27T23:34:42Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=OLIVER_MCPHERSON,OU=ESM,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:18 PM",,"2020-08-27T23:38:18Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=NANNIE_DEAN,OU=ServiceAccounts,OU=BDE,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:52 PM",,"2020-08-27T23:34:52Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=JENIFER_ROCHA,OU=Devices,OU=TST,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:01 PM",,"2020-08-27T23:37:01Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=STEFAN_MCINTOSH,OU=Devices,OU=SEC,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:40 PM",,"2020-08-27T23:36:40Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=TERRA_RAYMOND,OU=Groups,OU=ITS,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:34 PM",,"2020-08-27T23:40:34Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=PATRICK_HORNE,OU=Groups,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:38 PM",,"2020-08-27T23:37:38Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=BRADLY_BARLOW,OU=FSR,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:10 PM",,"2020-08-27T23:37:10Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=2172862625SA,OU=BDE,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:14 PM",,"2020-08-27T23:34:14Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=PORFIRIO_RANDOLPH,OU=FSR,OU=People,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:04 PM",,"2020-08-27T23:36:04Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=NED_WHITLEY,OU=ServiceAccounts,OU=AWS,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:50 PM",,"2020-08-27T23:34:50Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=DIANNE_MCCRAY,OU=ServiceAccounts,OU=SEC,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:21 PM",,"2020-08-27T23:36:21Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=RAPHAEL_ALVAREZ,OU=ServiceAccounts,OU=FIN,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:00 PM",,"2020-08-27T23:37:00Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=MARYANN_WHITAKER,OU=HRE,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:14 PM",,"2020-08-27T23:40:14Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=MAYRA_MATTHEWS,OU=Groups,OU=BDE,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:49 PM",,"2020-08-27T23:36:49Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=KRISTY_LYNCH,OU=Groups,OU=SEC,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:45 PM",,"2020-08-27T23:39:45Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=BENNIE_HARPER,OU=ServiceAccounts,OU=FSR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:46 PM",,"2020-08-27T23:39:46Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=IRVIN_ORR,OU=Groups,OU=BDE,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:31 PM",,"2020-08-27T23:34:31Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=RANDOLPH_SHORT,OU=Devices,OU=ESM,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:34:29 PM",,"2020-08-27T23:34:29Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=DAISY_ROWE,OU=BDE,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:15 PM",,"2020-08-27T23:40:15Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=RONALD_HENDRIX,OU=Groups,OU=FSR,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:39 PM",,"2020-08-27T23:36:39Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=4302910038SA,OU=ServiceAccounts,OU=FSR,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:04 PM",,"2020-08-27T23:38:04Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=9763615830SA,OU=Groups,OU=TST,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:57 PM",,"2020-08-27T23:36:57Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=NORA_LIVINGSTON,OU=Test,OU=SEC,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:36:36 PM",,"2020-08-27T23:36:36Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=INES_TERRY,OU=Groups,OU=BDE,OU=Tier 2,DC=LAB,DC=local","Added","5",,"8/27/2020 7:39:46 PM",,"2020-08-27T23:39:46Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=VELMA_THOMAS,OU=ServiceAccounts,OU=FIN,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:37:54 PM",,"2020-08-27T23:37:54Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=DIEGO_MORRISON,OU=ESM,OU=Tier 1,DC=LAB,DC=local","Added","5",,"8/27/2020 7:40:41 PM",,"2020-08-27T23:40:41Z","1601-01-01T00:00:00Z"
"GL-523-admingroup","CN=GL-523-admingroup,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local","CN=ALEXANDRIA_MARQUEZ,OU=Devices,OU=SEC,OU=Stage,DC=LAB,DC=local","Added","5",,"8/27/2020 7:38:04 PM",,"2020-08-27T23:38:04Z","1601-01-01T00:00:00Z"
