"Group Name","Member UserName","Member Name","AccountType","Member AdminCount"
"RI-Mig-distlist","HARRY_NOBLE","HARRY_NOBLE","user",""
"NO-miq-distlist","-","DO-...-admingroup","group",""
"JA-ilovedani-admingroup","-","DO-...-admingroup","group",""
"DnsUpdateProxy","-","DO-...-admingroup","group",""
"Domain Users","PEARL_MUNOZ","PEARL_MUNOZ","user",""
"GU-spa-distlist","PEARL_MUNOZ","PEARL_MUNOZ","user",""
"14-bilbao227-distlist","PEARL_MUNOZ","PEARL_MUNOZ","user",""
"KR-flo-distlist","PEARL_MUNOZ","PEARL_MUNOZ","user",""
"RO-priscilla-distlist","PEARL_MUNOZ","PEARL_MUNOZ","user",""
"LE-chi-distlist","PEARL_MUNOZ","PEARL_MUNOZ","user",""
"31-boeing747-distlist","PEARL_MUNOZ","PEARL_MUNOZ","user",""
"Domain Users","3465689378SA","3465689378SA","user",""
"Domain Users","PATRICK_GUTHRIE","PATRICK_GUTHRIE","user",""
"LA-shop_y_tu-distlist","PATRICK_GUTHRIE","PATRICK_GUTHRIE","user",""
"AP-152898251-distlist","PATRICK_GUTHRIE","PATRICK_GUTHRIE","user",""
"ED-110-admingroup","PATRICK_GUTHRIE","PATRICK_GUTHRIE","user",""
"AL-ashleytis-distlist","PATRICK_GUTHRIE","PATRICK_GUTHRIE","user",""
"65-ama-distlist","PATRICK_GUTHRIE","PATRICK_GUTHRIE","user",""
"Domain Users","ELEANOR_SEARS","ELEANOR_SEARS","user",""
"80-fulanitaa-admingroup","ELEANOR_SEARS","ELEANOR_SEARS","user",""
"21-gua-admingroup","ELEANOR_SEARS","ELEANOR_SEARS","user",""
"Domain Users","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"FE-amigosfox-distlist","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"WI-pforzheim-admingroup","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"GL-523-admingroup","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"DE-gia-distlist","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"MI-alm-distlist","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"BA-carolina6-distlist","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"LE-chi-distlist","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"18-gus-distlist","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"HA-laf-distlist","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"VA-aguilucho-distlist","RONALD_HENDRIX","RONALD_HENDRIX","user",""
"JE-qooplsant-distlist","-","AL-leninmarx-admingroup","group",""
"RE-contabili-admingroup","-","AL-leninmarx-admingroup","group",""
"TR-cha-distlist","-","NA-mamaypapa-admingroup","group",""
"BR-myk-distlist","-","NA-mamaypapa-admingroup","group",""
"Domain Users","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"MA-cabecital-distlist","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"CA-pol-distlist","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"ED-110-admingroup","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"LE-gas-distlist","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"DA-vin-distlist","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"HA-laf-distlist","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"PH-fifomipit-admingroup","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"DI-a12-distlist","SHARON_BUCKLEY","SHARON_BUCKLEY","user",""
"Domain Users","CORINE_MCKAY","CORINE_MCKAY","user",""
"CO-querayada-distlist","CORINE_MCKAY","CORINE_MCKAY","user",""
"BA-carolina6-distlist","CORINE_MCKAY","CORINE_MCKAY","user",""
"RO-cam-admingroup","CORINE_MCKAY","CORINE_MCKAY","user",""
"Domain Users","WILMER_AVERY","WILMER_AVERY","user",""
"JA-tom-distlist","WILMER_AVERY","WILMER_AVERY","user",""
"TA-marioboli-distlist","WILMER_AVERY","WILMER_AVERY","user",""
"TR-cha-distlist","WILMER_AVERY","WILMER_AVERY","user",""
"JA-918670241-distlist","WILMER_AVERY","WILMER_AVERY","user",""
"ZA-PEQ-distlist","WILMER_AVERY","WILMER_AVERY","user",""
"MA-270-admingroup","WILMER_AVERY","WILMER_AVERY","user",""
"AN-moisesalo-distlist","WILMER_AVERY","WILMER_AVERY","user",""
"ME-yazminsit-admingroup","WILMER_AVERY","WILMER_AVERY","user",""
"WseAllowDashboardAccess","WILMER_AVERY","WILMER_AVERY","user",""
"LA-shop_y_tu-distlist","-","DE-gia-distlist","group",""
"LA-singaraja-admingroup","-","DE-gia-distlist","group",""
"Domain Users","FERNANDO_EATON","FERNANDO_EATON","user",""
"CO-rimercito-admingroup","FERNANDO_EATON","FERNANDO_EATON","user",""
"BA-sum-admingroup","FERNANDO_EATON","FERNANDO_EATON","user",""
"GE-zal-distlist","FERNANDO_EATON","FERNANDO_EATON","user",""
"TR-lacodorni-distlist","FERNANDO_EATON","FERNANDO_EATON","user",""
"VI-951-distlist","FERNANDO_EATON","FERNANDO_EATON","user",""
"ED-110-admingroup","FERNANDO_EATON","FERNANDO_EATON","user",""
"Domain Users","IDA_CANTU","IDA_CANTU","user",""
"EL-234-admingroup","IDA_CANTU","IDA_CANTU","user",""
"CO-rimercito-admingroup","IDA_CANTU","IDA_CANTU","user",""
"IS-ca4000753-distlist","IDA_CANTU","IDA_CANTU","user",""
"SY-156580552-admingroup","IDA_CANTU","IDA_CANTU","user",""
"FO-zai-admingroup","IDA_CANTU","IDA_CANTU","user",""
"DO-...-admingroup","IDA_CANTU","IDA_CANTU","user",""
"BA-mer-admingroup","IDA_CANTU","IDA_CANTU","user",""
"DO-265-distlist","IDA_CANTU","IDA_CANTU","user",""
"FR-bar-distlist","IDA_CANTU","IDA_CANTU","user",""
"JA-sup-distlist","-","PA-swe-distlist","group",""
"23-cuxacpart-distlist","-","PA-swe-distlist","group",""
"DnsUpdateProxy","-","PA-swe-distlist","group",""
"Domain Users","GAIL_BUTLER","GAIL_BUTLER","user",""
"Domain Users","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"FR-the-distlist","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"AL-leninmarx-admingroup","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"JA-sup-distlist","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"FL-asc-distlist","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"CO-130-distlist","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"DE-zidane200-admingroup","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"41-mam-admingroup","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"GA-vivi_chag-distlist","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"21-gua-admingroup","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"JO-com-distlist","FRANCESCA_TATE","FRANCESCA_TATE","user",""
"Domain Users","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"MA-100-distlist","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"21-dulcesito-admingroup","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"CY-ashlimams-distlist","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"DE-gia-distlist","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"JU-841-distlist","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"AP-152898251-distlist","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"AN-diarrea78-distlist","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"RO-cam-admingroup","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"WseAllowDashboardAccess","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"DnsUpdateProxy","RHONDA_BURRIS","RHONDA_BURRIS","user",""
"Domain Users","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"AH-160-distlist","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"BU-mil-distlist","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"FR-the-distlist","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"AL-180-admingroup","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"VI-951-distlist","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"SH-bla-admingroup","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"IS-040-distlist","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"FR-bar-distlist","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"VA-aguilucho-distlist","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"DI-a12-distlist","IRIS_MOSLEY","IRIS_MOSLEY","user",""
"DE-222-distlist","-","FR-the-distlist","group",""
"DO-...-admingroup","-","FR-the-distlist","group",""
"WO-arm-distlist","-","FR-the-distlist","group",""
"Domain Users","ORA_HOGAN","ORA_HOGAN","user",""
"RO-priscilla-distlist","ORA_HOGAN","ORA_HOGAN","user",""
"BR-iva-distlist","ORA_HOGAN","ORA_HOGAN","user",""
"Domain Users","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"JA-tom-distlist","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"GE-zal-distlist","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"JO-nez-admingroup","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"14-bilbao227-distlist","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"AL-leninmarx-admingroup","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"LU-helpless2-distlist","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"DI-men-distlist","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"DA-vin-distlist","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"ST-vela30bet-admingroup","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"WseRemoteWebAccessUsers","AUGUSTA_ROBLES","AUGUSTA_ROBLES","user",""
"Domain Users","MORRIS_RIVAS","MORRIS_RIVAS","user",""
"VA-ale-distlist","MORRIS_RIVAS","MORRIS_RIVAS","user",""
"LU-helpless2-distlist","MORRIS_RIVAS","MORRIS_RIVAS","user",""
"WseAllowAddInAccess","MORRIS_RIVAS","MORRIS_RIVAS","user",""
"NI-602-distlist","-","DE-222-distlist","group",""
"TA-marioboli-distlist","-","DE-222-distlist","group",""
"MI-242-distlist","-","DE-222-distlist","group",""
"Domain Users","LAVERNE_PATEL","LAVERNE_PATEL","user",""
"EL-234-admingroup","LAVERNE_PATEL","LAVERNE_PATEL","user",""
"LE-azu-distlist","LAVERNE_PATEL","LAVERNE_PATEL","user",""
"SH-mictlante-distlist","LAVERNE_PATEL","LAVERNE_PATEL","user",""
"VA-9570794AS-distlist","LAVERNE_PATEL","LAVERNE_PATEL","user",""
"FR-bar-distlist","LAVERNE_PATEL","LAVERNE_PATEL","user",""
"Domain Users","MARGRET_ALSTON","MARGRET_ALSTON","user",""
"GW-tivogliob-admingroup","MARGRET_ALSTON","MARGRET_ALSTON","user",""
"WseAlertAdministrators","MARGRET_ALSTON","MARGRET_ALSTON","user",""
"Domain Users","KATRINA_TOWNSEND","KATRINA_TOWNSEND","user",""
"NA-mamaypapa-admingroup","KATRINA_TOWNSEND","KATRINA_TOWNSEND","user",""
"DO-...-admingroup","KATRINA_TOWNSEND","KATRINA_TOWNSEND","user",""
"SH-alondra20-distlist","KATRINA_TOWNSEND","KATRINA_TOWNSEND","user",""
"WseManagedGroups","KATRINA_TOWNSEND","KATRINA_TOWNSEND","user",""
"19-ton-distlist","-","RO-bere1102a-distlist","group",""
"CA-592-distlist","-","RO-bere1102a-distlist","group",""
"LE-gas-distlist","-","RO-bere1102a-distlist","group",""
"Domain Users","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"ID-josailorv-distlist","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"TO-160-distlist","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"CY-sur-distlist","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"ER-KYT-admingroup","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"DA-vin-distlist","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"RO-cam-admingroup","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"65-ama-distlist","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"WseAllowHomePageLinks","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"WseAllowMediaAccess","LAKISHA_DICKSON","LAKISHA_DICKSON","user",""
"Domain Users","OLA_BURNETT","OLA_BURNETT","user",""
"BL-161-admingroup","OLA_BURNETT","OLA_BURNETT","user",""
"AH-160-distlist","OLA_BURNETT","OLA_BURNETT","user",""
"RO-bere1102a-distlist","OLA_BURNETT","OLA_BURNETT","user",""
"DO-cov-distlist","OLA_BURNETT","OLA_BURNETT","user",""
"LA-singaraja-admingroup","OLA_BURNETT","OLA_BURNETT","user",""
"LU-171-distlist","OLA_BURNETT","OLA_BURNETT","user",""
"DI-a12-distlist","OLA_BURNETT","OLA_BURNETT","user",""
"Domain Users","ALINE_PACE","ALINE_PACE","user",""
"LE-cas-distlist","ALINE_PACE","ALINE_PACE","user",""
"BL-161-admingroup","ALINE_PACE","ALINE_PACE","user",""
"JA-918670241-distlist","ALINE_PACE","ALINE_PACE","user",""
"WI-rey-distlist","ALINE_PACE","ALINE_PACE","user",""
"SH-alondra20-distlist","ALINE_PACE","ALINE_PACE","user",""
"LE-mer-admingroup","ALINE_PACE","ALINE_PACE","user",""
"GW-tivogliob-admingroup","ALINE_PACE","ALINE_PACE","user",""
"RI-Mig-distlist","ALINE_PACE","ALINE_PACE","user",""
"Domain Users","PATTI_DILLARD","PATTI_DILLARD","user",""
"FO-zai-admingroup","PATTI_DILLARD","PATTI_DILLARD","user",""
"LE-namidnmai-distlist","PATTI_DILLARD","PATTI_DILLARD","user",""
"23-cuxacpart-distlist","PATTI_DILLARD","PATTI_DILLARD","user",""
"BE-oscar2546-distlist","PATTI_DILLARD","PATTI_DILLARD","user",""
"WseRemoteWebAccessUsers","PATTI_DILLARD","PATTI_DILLARD","user",""
"CY-ashlimams-distlist","-","JE-cal-distlist","group",""
"DA-ana-distlist","-","JE-cal-distlist","group",""
"Domain Users","SANFORD_RYAN","SANFORD_RYAN","user",""
"AH-160-distlist","SANFORD_RYAN","SANFORD_RYAN","user",""
"JE-cal-distlist","SANFORD_RYAN","SANFORD_RYAN","user",""
"AL-leninmarx-admingroup","SANFORD_RYAN","SANFORD_RYAN","user",""
"65-ama-distlist","SANFORD_RYAN","SANFORD_RYAN","user",""
"DE-zidane200-admingroup","SANFORD_RYAN","SANFORD_RYAN","user",""
"JO-com-distlist","SANFORD_RYAN","SANFORD_RYAN","user",""
"WseRemoteAccessUsers","SANFORD_RYAN","SANFORD_RYAN","user",""
"WseAlertAdministrators","SANFORD_RYAN","SANFORD_RYAN","user",""
"Domain Users","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"NO-ixchel_94-distlist","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"IR-zay-distlist","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"CO-querayada-distlist","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"BR-216-admingroup","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"DI-men-distlist","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"DA-vin-distlist","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"CH-miesencia-distlist","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"CO-130-distlist","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"65-ama-distlist","KELLEY_SUMMERS","KELLEY_SUMMERS","user",""
"Domain Users","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"SY-156580552-admingroup","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"BU-mil-distlist","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"CO-kristy.22-distlist","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"LU-helpless2-distlist","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"LE-mer-admingroup","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"CA-592-distlist","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"JO-ayse12345-distlist","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"TR-alt-distlist","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"AN-moisesalo-distlist","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"18-gus-distlist","MELVIN_CHURCH","MELVIN_CHURCH","user",""
"Domain Users","4417506705SA","4417506705SA","user",""
"Domain Users","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"JA-220-admingroup","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"JE-cal-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"JA-918670241-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"NO-miq-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"VA-ale-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"WO-arm-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"MA-das-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"FR-bar-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"AN-moisesalo-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"31-boeing747-distlist","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"WseAllowAddInAccess","DWIGHT_SOLOMON","DWIGHT_SOLOMON","user",""
"Domain Users","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"TR-cha-distlist","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"MI-mia-distlist","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"JO-nez-admingroup","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"SA-670587865-distlist","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"46-EX3-distlist","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"RO-albertito-distlist","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"MA-das-distlist","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"WseAlertAdministrators","SAMANTHA_DAY","SAMANTHA_DAY","user",""
"MA-bre-distlist","-","LA-shop_y_tu-distlist","group",""
"BR-551530301-admingroup","-","LA-shop_y_tu-distlist","group",""
"BR-iva-distlist","-","LA-shop_y_tu-distlist","group",""
"Domain Users","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"JA-220-admingroup","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"JE-cal-distlist","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"KA-neg-admingroup","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"NA-7h2jtntbc-distlist","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"SH-bla-admingroup","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"ED-110-admingroup","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"34-ara786890-distlist","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"JO-ayse12345-distlist","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"LY-adiact289-distlist","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"21-gua-admingroup","ZACHERY_COMBS","ZACHERY_COMBS","user",""
"Domain Users","ELIZABETH_WILCOX","ELIZABETH_WILCOX","user",""
"TA-marioboli-distlist","ELIZABETH_WILCOX","ELIZABETH_WILCOX","user",""
"RO-bere1102a-distlist","ELIZABETH_WILCOX","ELIZABETH_WILCOX","user",""
"31-boeing747-distlist","ELIZABETH_WILCOX","ELIZABETH_WILCOX","user",""
"Domain Users","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"JA-tom-distlist","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"CO-ome-distlist","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"CO-querayada-distlist","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"SH-bla-admingroup","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"ED-110-admingroup","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"IS-040-distlist","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"41-mam-admingroup","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"DI-a12-distlist","GEORGETTE_SHORT","GEORGETTE_SHORT","user",""
"ER-KYT-admingroup","-","IR-zay-distlist","group",""
"IS-040-distlist","-","IR-zay-distlist","group",""
"ST-vela30bet-admingroup","-","IR-zay-distlist","group",""
"Domain Users","MARIANNE_NOLAN","MARIANNE_NOLAN","user",""
"Protected Users","MARIANNE_NOLAN","MARIANNE_NOLAN","user",""
"Domain Users","751978607SA","751978607SA","user",""
"SY-156580552-admingroup","751978607SA","751978607SA","user",""
"LU-helpless2-distlist","751978607SA","751978607SA","user",""
"DO-cov-distlist","751978607SA","751978607SA","user",""
"DA-vin-distlist","751978607SA","751978607SA","user",""
"VA-9570794AS-distlist","751978607SA","751978607SA","user",""
"CH-03Dolores-distlist","751978607SA","751978607SA","user",""
"TR-alt-distlist","751978607SA","751978607SA","user",""
"IS-040-distlist","751978607SA","751978607SA","user",""
"PH-fifomipit-admingroup","751978607SA","751978607SA","user",""
"Domain Users","MAUDE_JACKSON","MAUDE_JACKSON","user",""
"BA-sum-admingroup","MAUDE_JACKSON","MAUDE_JACKSON","user",""
"LU-helpless2-distlist","MAUDE_JACKSON","MAUDE_JACKSON","user",""
"Domain Users","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"JA-tom-distlist","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"WA-barryrayw-distlist","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"GL-523-admingroup","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"RO-priscilla-distlist","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"MO-carasucia-admingroup","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"RO-cam-admingroup","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"HA-laf-distlist","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"WseRemoteWebAccessUsers","BRADLY_BARLOW","BRADLY_BARLOW","user",""
"Domain Users","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"JA-031284cha-distlist","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"JO-nez-admingroup","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"ID-josailorv-distlist","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"JE-qooplsant-distlist","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"JU-841-distlist","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"BA-carolina6-distlist","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"MO-carasucia-admingroup","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"MI-242-distlist","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"NO-fariddu49-distlist","DUSTY_MCGEE","DUSTY_MCGEE","user",""
"BR-216-admingroup","-","IS-ca4000753-distlist","group",""
"KR-flo-distlist","-","IS-ca4000753-distlist","group",""
"Domain Users","THELMA_HOWE","THELMA_HOWE","user",""
"BR-myk-distlist","THELMA_HOWE","THELMA_HOWE","user",""
"ME-yazminsit-admingroup","THELMA_HOWE","THELMA_HOWE","user",""
"WseAllowComputerAccess","THELMA_HOWE","THELMA_HOWE","user",""
"Domain Users","ELIZABETH_FERNANDEZ","ELIZABETH_FERNANDEZ","user",""
"WI-pforzheim-admingroup","ELIZABETH_FERNANDEZ","ELIZABETH_FERNANDEZ","user",""
"AL-180-admingroup","ELIZABETH_FERNANDEZ","ELIZABETH_FERNANDEZ","user",""
"LA-singaraja-admingroup","ELIZABETH_FERNANDEZ","ELIZABETH_FERNANDEZ","user",""
"34-ara786890-distlist","ELIZABETH_FERNANDEZ","ELIZABETH_FERNANDEZ","user",""
"GE-bwo-distlist","ELIZABETH_FERNANDEZ","ELIZABETH_FERNANDEZ","user",""
"LE-gas-distlist","ELIZABETH_FERNANDEZ","ELIZABETH_FERNANDEZ","user",""
"DO-265-distlist","ELIZABETH_FERNANDEZ","ELIZABETH_FERNANDEZ","user",""
"13-mta-distlist","-","MA-100-distlist","group",""
"NO-miq-distlist","-","MA-100-distlist","group",""
"Domain Users","ALLEN_GUZMAN","ALLEN_GUZMAN","user",""
"SY-156580552-admingroup","ALLEN_GUZMAN","ALLEN_GUZMAN","user",""
"FR-the-distlist","ALLEN_GUZMAN","ALLEN_GUZMAN","user",""
"PA-swe-distlist","ALLEN_GUZMAN","ALLEN_GUZMAN","user",""
"WI-rey-distlist","ALLEN_GUZMAN","ALLEN_GUZMAN","user",""
"LY-rud-distlist","ALLEN_GUZMAN","ALLEN_GUZMAN","user",""
"HA-laf-distlist","ALLEN_GUZMAN","ALLEN_GUZMAN","user",""
"Domain Users","TERRELL_KEMP","TERRELL_KEMP","user",""
"MI-ber-distlist","TERRELL_KEMP","TERRELL_KEMP","user",""
"DA-ana-distlist","TERRELL_KEMP","TERRELL_KEMP","user",""
"WseRemoteAccessUsers","TERRELL_KEMP","TERRELL_KEMP","user",""
"WseAllowDashboardAccess","TERRELL_KEMP","TERRELL_KEMP","user",""
"SH-alondra20-distlist","-","TR-cha-distlist","group",""
"23-cuxacpart-distlist","-","TR-cha-distlist","group",""
"Domain Users","EFFIE_WATERS","EFFIE_WATERS","user",""
"NI-602-distlist","EFFIE_WATERS","EFFIE_WATERS","user",""
"CA-pol-distlist","EFFIE_WATERS","EFFIE_WATERS","user",""
"NA-mamaypapa-admingroup","EFFIE_WATERS","EFFIE_WATERS","user",""
"LE-mer-admingroup","EFFIE_WATERS","EFFIE_WATERS","user",""
"CL-inf-distlist","EFFIE_WATERS","EFFIE_WATERS","user",""
"HE-140-distlist","EFFIE_WATERS","EFFIE_WATERS","user",""
"MA-bre-distlist","-","GE-zal-distlist","group",""
"LE-namidnmai-distlist","-","GE-zal-distlist","group",""
"KR-BASQUIPA5-admingroup","-","GE-zal-distlist","group",""
"Domain Users","SHELIA_JUSTICE","SHELIA_JUSTICE","user",""
"WA-barryrayw-distlist","SHELIA_JUSTICE","SHELIA_JUSTICE","user",""
"BA-sum-admingroup","SHELIA_JUSTICE","SHELIA_JUSTICE","user",""
"TO-160-distlist","SHELIA_JUSTICE","SHELIA_JUSTICE","user",""
"46-EX3-distlist","SHELIA_JUSTICE","SHELIA_JUSTICE","user",""
"ZA-PEQ-distlist","SHELIA_JUSTICE","SHELIA_JUSTICE","user",""
"SH-bla-admingroup","SHELIA_JUSTICE","SHELIA_JUSTICE","user",""
"Domain Users","SAVANNAH_ALLEN","SAVANNAH_ALLEN","user",""
"CO-ome-distlist","SAVANNAH_ALLEN","SAVANNAH_ALLEN","user",""
"SH-alondra20-distlist","SAVANNAH_ALLEN","SAVANNAH_ALLEN","user",""
"BA-carolina6-distlist","SAVANNAH_ALLEN","SAVANNAH_ALLEN","user",""
"23-cuxacpart-distlist","SAVANNAH_ALLEN","SAVANNAH_ALLEN","user",""
"AL-860-admingroup","SAVANNAH_ALLEN","SAVANNAH_ALLEN","user",""
"65-ama-distlist","SAVANNAH_ALLEN","SAVANNAH_ALLEN","user",""
"VA-aguilucho-distlist","SAVANNAH_ALLEN","SAVANNAH_ALLEN","user",""
"Domain Users","ISAIAH_ROCHA","ISAIAH_ROCHA","user",""
"CO-ome-distlist","ISAIAH_ROCHA","ISAIAH_ROCHA","user",""
"EL-234-admingroup","ISAIAH_ROCHA","ISAIAH_ROCHA","user",""
"FE-amigosfox-distlist","ISAIAH_ROCHA","ISAIAH_ROCHA","user",""
